"statement",24
"twins",24
"while",24
"going",23
"help",23
"know",23
"order",23
"those",23
"world",23
"back",22
"century",22
"children",22
"does",22
"don't",22
"got",22
"lo",22
"quite",22
"studies",22
"audience",21
"change",21
"down",21
"idea",21
"important",21
"land",21
"large",21
"likely",21
"paragraph",21
"public",21
"several",21
"they're",21
"agree",20
"another",20
"area",20
"clear",20
"come",20
"day",20
"false",20
"general",20
"having",20
"oh",20
"project",20
"range",20
"rose",20
"there's",20
"things",20
"three",20
"woman",20
"women",20
"writer",20
"council",19
"country",19
"course",19
"dialogue",19
"his",19
"list",19
"ocean",19
"rather",19
"through",19
"town",19
"want",19
"after",18
"boat",18
"far",18
"farming",18
"hi",18
"ii",18
"must",18
"nature",18
"notes",18
"official",18
"really",18
"rob",18
"scientists",18
"sure",18
"thought",18
"university",18
"whether",18
"written",18
"amount",17
"box",17
"data",17
"done",17
"ideas",17
"least",17
"left",17
"light",17
"looking",17
"martin",17
"physics",17
"practice",17
"side",17
"speaking",17
"though",17
"topic",17
"vertical",17
"working",17
"yeah",17
"you'll",17
"according",16
"along",16
"animals",16
"atmosphere",16
"both",16
"canal",16
"case",16
"certain",16
"great",16
"him",16
"hull",16
"human",16
"less",16
"level",16
"migration",16
"organisms",16
"paintings",16
"plants",16
"possible",16
"show",16
"tasks",16
"we're",16
"works",16
"around",15
"book",15
"cl",15
"errors",15
"event",15
"high",15
"include",15
"letters",15
"meaning",15
"off",15
"particular",15
"parts",15
"production",15
"recommend",15
"reduce",15
"system",15
"tell",15
"y",15
"ability",14
"able",14
"abstract",14
"adapted",14
"brain",14
"candidates",14
"complex",14
"dioxide",14
"dress",14
"effects",14
"enough",14
"familiar",14
"museum",14
"open",14
"others",14
"overall",14
"results",14
"room",14
"scores",14
"sue",14
"taking",14
"talk",14
"text",14
"yet",14
"arctic",13
"best",13
"bring",13
"called",13
"design",13
"either",13
"future",13
"generally",13
"ha",13
"island",13
"known",13
"mi",13
"national",13
"needed",13
"pp",13
"problem",13
"road",13
"school",13
"sections",13
"sounds",13
"started",13
"statements",13
"thing",13
"trees",13
"weather",13
"achieved",12
"ago",12
"although",12
"areas",12
"assessment",12
"available",12
"books",12
"can't",12
"china",12
"choice",12
"climate",12
"completion",12
"concert",12
"doing",12
"environment",12
"facilities",12
"farm",12
"further",12
"ice",12
"impact",12
"including",12
"institutions",12
"isn't",12
"keys",12
"live",12
"mathematical",12
"mo",12
"numbers",12
"office",12
"once",12
"park",12
"please",12
"population",12
"present",12
"relevant",12
"remember",12
"required",12
"simple",12
"site",12
"supervisor",12
"taken",12
"together",12
"without",12
"young",12
"across",11
"appropriate",11
"background",11
"changes",11
"code",11
"create",11
"crops",11
"easy",11
"end",11
"equipment",11
"experience",11
"field",11
"finally",11
"five",11
"form",11
"hall",11
"house",11
"increase",11
"introduction",11
"last",11
"let",11
"lifting",11
"limited",11
"local",11
"major",11
"men",11
"old",11
"plan",11
"popular",11
"produced",11
"require",11
"round",11
"science",11
"sea",11
"sentence",11
"tests",11
"topics",11
"types",11
"understanding",11
"until",11
"usually",11
"actually",10
"agrees",10
"agricultural",10
"already",10
"artists",10
"bridge",10
"ca",10
"car",10
"central",10
"ch",10
"charts",10
"common",10
"door",10
"ed",10
"examples",10
"explain",10
"features",10
"four",10
"half",10
"improving",10
"key",10
"life",10
"little",10
"long",10
"ls",10
"material",10
"means",10
"moment",10
"name",10
"natural",10
"ore",10
"participants",10
"probably",10
"problems",10
"processes",10
"q",10
"rt",10
"shape",10
"start",10
"story",10
"suggest",10
"table",10
"team",10
"turn",10
"unlikely",10
"variety",10
"views",10
"you're",10
"academic",9
"add",9
"adequate",9
"affected",9
"air",9
"allowed",9
"anything",9
"become",9
"built",9
"business",9
"cannot",9
"character",9
"clothing",9
"contradicts",9
"corridor",9
"energy",9
"examiner's",9
"expected",9
"fact",9
"family",9
"farms",9
"fore",9
"free",9
"hunt",9
"interested",9
"interesting",9
"itself",9
"knowledge",9
"languages",9
"lessons",9
"let's",9
"longer",9
"minute",9
"needs",9
"position",9
"rs",9
"seats",9
"set",9
"situations",9
"sort",9
"speed",9
"stage",9
"still",9
"studying",9
"summary",9
"themselves",9
"throughout",9
"user",9
"view",9
"wall",9
"wanted",9
"week",9
"weren't",9
"whole",9
"world's",9
"actor",8
"ad",8
"always",8
"attempts",8
"behind",8
"big",8
"black",8
"came",8
"changing",8
"comment",8
"communication",8
"concept",8
"ct",8
"describe",8
"diamond",8
"didn't",8
"discuss",8
"doesn't",8
"drawing",8
"else",8
"events",8
"evidence",8
"examiner",8
"finding",8
"fine",8
"fish",8
"fishing",8
"forest",8
"forests",8
"frame",8
"genetic",8
"global",8
"grow",8
"grown",8
"hand",8
"history",8
"identical",8
"iii",8
"influence",8
"later",8
"learn",8
"led",8
"lives",8
"ll",8
"making",8
"map",8
"marine",8
"morning",8
"necessary",8
"non",8
"note",8
"org",8
"particularly",8
"per",8
"performance",8
"permission",8
"pieces",8
"points",8
"predators",8
"read",8
"refurbishment",8
"report",8
"rest",8
"run",8
"second",8
"sheets",8
"single",8
"small",8
"special",8
"stories",8
"subject",8
"suitable",8
"suppose",8
"ten",8
"thinking",8
"training",8
"v",8
"various",8
"we've",8
"welcome",8
"what's",8
"wish",8
"wrong",8
"youth",8
"above",7
"affecting",7
"agriculture",7
"ahead",7
"aim",7
"anyway",7
"approach",7
"ask",7
"asked",7
"auditorium",7
"average",7
"avoid",7
"believe",7
"better",7
"birds",7
"boats",7
"cafe",7
"carried",7
"check",7
"cinema",7
"class",7
"cohesive",7
"consider",7
"couple",7
"created",7
"currently",7
"details",7
"developed",7
"devices",7
"differences",7
"evening",7
"factors",7
"films",7
"floor",7
"follow",7
"full",7
"gallery",7
"genes",7
"ground",7
"hard",7
"higher",7
"hours",7
"hundred",7
"importance",7
"includes",7
"inside",7
"interest",7
"invention",7
"items",7
"line",7
"location",7
"makes",7
"matching",7
"maybe",7
"meet",7
"middle",7
"mind",7
"moving",7
"musicians",7
"nothing",7
"oceans",7
"onto",7
"period",7
"play",7
"prevent",7
"process",7
"produce",7
"purpose",7
"purposes",7
"real",7
"reasoning",7
"reasons",7
"reducing",7
"response",7
"result",7
"river",7
"role",7
"rooms",7
"says",7
"scale",7
"seen",7
"sh",7
"ship",7
"short",7
"shows",7
"similar",7
"since",7
"skills",7
"sometimes",7
"south",7
"spelling",7
"stairs",7
"statues",7
"structures",7
"style",7
"suggested",7
"summer",7
"supported",7
"takes",7
"thus",7
"times",7
"ts",7
"type",7
"urban",7
"visitors",7
"volunteers",7
"ways",7
"we'll",7
"windows",7
"within",7
"accuracy",6
"activity",6
"again",6
"aims",6
"allow",6
"anyone",6
"appreciate",6
"archaeological",6
"article",6
"asking",6
"barn",6
"bit",6
"call",6
"cause",6
"certainly",6
"challenge",6
"claim",6
"company",6
"components",6
"consists",6
"cost",6
"courses",6
"covered",6
"customers",6
"days",6
"decide",6
"development",6
"difficult",6
"discussion",6
"distance",6
"duck",6
"due",6
"earth",6
"easily",6
"es",6
"ethnographic",6
"eventually",6
"ever",6
"every",6
"extent",6
"farmers",6
"female",6
"festival",6
"ff",6
"frequent",6
"gondola",6
"hello",6
"illustrate",6
"instead",6
"involve",6
"islanders",6
"k",6
"keep",6
"kind",6
"label",6
"lack",6
"leaves",6
"lifted",6
"linked",6
"lower",6
"majority",6
"male",6
"measuring",6
"members",6
"movement",6
"movements",6
"nurture",6
"opening",6
"outside",6
"pages",6
"paper",6
"paragraphs",6
"path",6
"performers",6
"person",6
"phones",6
"piece",6
"places",6
"plays",6
"pm",6
"point",6
"practices",6
"presented",6
"prizes",6
"progression",6
"projects",6
"pronghorn",6
"put",6
"quality",6
"question",6
"raised",6
"raw",6
"reach",6
"reaching",6
"readers",6
"ready",6
"recent",6
"recently",6
"remain",6
"reproduced",6
"researcher",6
"responsible",6
"route",6
"said",6
"saw",6
"scientific",6
"scientist",6
"seemed",6
"seems",6
"shade",6
"shown",6
"significant",6
"simply",6
"sitting",6
"six",6
"size",6
"snow",6
"someone",6
"spoken",6
"subjects",6
"technology",6
"third",6
"ti",6
"took",6
"trip",6
"try",6
"turned",6
"twentieth",6
"twin",6
"understand",6
"union",6
"united",6
"valuable",6
"vi",6
"visual",6
"waste",6
"went",6
"women's",6
"won",6
"wood",6
"you'd",6
"you've",6
"access",5
"activation",5
"age",5
"among",5
"analytical",5
"animal",5
"apartment",5
"aphids",5
"appreciation",5
"architect",5
"arrived",5
"artist",5
"asks",5
"audience's",5
"bags",5
"believed",5
"biodiversity",5
"biologists",5
"brought",5
"build",5
"buildings",5
"buses",5
"carry",5
"caused",5
"chairs",5
"claims",5
"click",5
"cogs",5
"collected",5
"college",5
"coming",5
"command",5
"comments",5
"computer",5
"considered",5
"construction",5
"contains",5
"context",5
"control",5
"controlled",5
"countries",5
"criteria",5
"dates",5
"decided",5
"description",5
"diagram",5
"discovered",5
"distribution",5
"ducks",5
"east",5
"effect",5
"eggs",5
"emissions",5
"endangered",5
"ensure",5
"ere",5
"erosion",5
"ethnography",5
"expect",5
"expectations",5
"experiments",5
"feelings",5
"fewer",5
"final",5
"fixed",5
"flute",5
"forth",5
"fossil",5
"french",5
"gondolas",5
"gone",5
"goodbye",5
"grammatical",5
"greater",5
"growing",5
"habitats",5
"hat",5
"headings",5
"hope",5
"ht",5
"huge",5
"husband",5
"hydraulic",5
"identify",5
"image",5
"increasing",5
"individual",5
"indoor",5
"industrial",5
"invented",5
"investigate",5
"involved",5
"job",5
"kingdom",5
"larger",5
"largest",5
"lead",5
"levels",5
"lift",5
"located",5
"looked",5
"low",5
"mark",5
"market",5
"mean",5
"medical",5
"mentioned",5
"method",5
"migrating",5
"month",5
"musical",5
"near",5
"never",5
"nineteenth",5
"occur",5
"offer",5
"operation",5
"opinion",5
"original",5
"ow",5
"palm",5
"parking",5
"pencil",5
"perhaps",5
"phone",5
"photos",5
"physical",5
"plans",5
"planting",5
"played",5
"potential",5
"power",5
"precise",5
"pretty",5
"products",5
"progress",5
"prompt",5
"provided",5
"provides",5
"race",5
"rapidly",5
"reader",5
"reason",5
"reed",5
"refers",5
"reflected",5
"region",5
"repeated",5
"safe",5
"satisfied",5
"screen",5
"seabed",5
"sentences",5
"settlers",5
"share",5
"shopping",5
"silkworm",5
"southern",5
"st",5
"steel",5
"strong",5
"success",5
"successful",5
"suggests",5
"support",5
"systems",5
"tea",5
"temperatures",5
"tend",5
"thank",5
"they'd",5
"thinks",5
"tho",5
"tickets",5
"top",5
"unusual",5
"vary",5
"vii",5
"voice",5
"warming",5
"wasn't",5
"we'd",5
"wear",5
"worked",5
"workshops",5
"absorb",4
"ac",4
"accurate",4
"ace",4
"action",4
"addition",4
"additional",4
"afraid",4
"almost",4
"altered",4
"ancient",4
"angel",4
"apart",4
"appears",4
"aren't",4
"arms",4
"arrival",4
"assess",4
"assessed",4
"attached",4
"attempt",4
"audiences",4
"aware",4
"away",4
"baby",4
"basin",4
"beside",4
"bringing",4
"buy",4
"caretaker",4
"caught",4
"changed",4
"characteristics",4
"chart",4
"closed",4
"clouds",4
"collection",4
"collections",4
"companies",4
"compare",4
"compared",4
"comparisons",4
"completely",4
"complicated",4
"considering",4
"constructed",4
"contact",4
"conversation",4
"copyright",4
"corpus",4
"cradle",4
"cross",4
"cutting",4
"date",4
"decline",4
"definition",4
"degree",4
"destruction",4
"detailed",4
"develop",4
"difference",4
"difficulty",4
"dingle",4
"direction",4
"directly",4
"director",4
"discoveries",4
"domestic",4
"doors",4
"drama",4
"drawings",4
"dry",4
"ea",4
"early",4
"easier",4
"eat",4
"economic",4
"education",4
"effectively",4
"eight",4
"em",4
"enjoy",4
"entire",4
"entirely",4
"entrance",4
"error",4
"eve",4
"everyone",4
"exactly",4
"experts",4
"exploring",4
"exposed",4
"extremely",4
"fabric",4
"feed",4
"fit",4
"foreign",4
"forget",4
"forms",4
"forward",4
"friends",4
"fully",4
"function",4
"gardens",4
"geographic",4
"goes",4
"granted",4
"graph",4
"greatest",4
"happened",4
"helped",4
"herself",4
"humans",4
"identified",4
"ill",4
"improve",4
"included",4
"indicate",4
"industry",4
"instance",4
"international",4
"internet",4
"interpretation",4
"interview",4
"isolated",4
"iv",4
"ix",4
"kinds",4
"kitchen",4
"km",4
"lake",4
"law",4
"leave",4
"leaving",4
"lexical",4
"lexis",4
"library",4
"lighting",4
"lines",4
"living",4
"locks",4
"logical",4
"looks",4
"management",4
"manufacturing",4
"meant",4
"measure",4
"mention",4
"millions",4
"minor",4
"mm",4
"modern",4
"module",4
"money",4
"moved",4
"mud",4
"mulberry",4
"mystery",4
"nearby",4
"neither",4
"nine",4
"nor",4
"north",4
"objects",4
"ones",4
"opened",4
"opposite",4
"ordinary",4
"originally",4
"overcome",4
"overhead",4
"pa",4
"paid",4
"painting",4
"parents",4
"participant",4
"past",4
"pay",4
"percentage",4
"perfect",4
"phenomenon",4
"picnic",4
"planned",4
"plant",4
"poor",4
"port",4
"possibly",4
"prefer",4
"presents",4
"preserve",4
"principles",4
"private",4
"product",4
"protect",4
"proved",4
"punctuation",4
"putting",4
"races",4
"railway",4
"raise",4
"rate",4
"reaches",4
"reactions",4
"reference",4
"reflect",4
"regard",4
"reported",4
"reporting",4
"representational",4
"requires",4
"reserve",4
"resources",4
"rise",4
"rotate",4
"schemes",4
"sculpture",4
"seeing",4
"selecting",4
"serves",4
"shaped",4
"silkworms",4
"silver",4
"skill",4
"social",4
"solution",4
"sources",4
"specific",4
"standard",4
"standing",4
"stay",4
"stone",4
"straight",4
"structure",4
"student",4
"sunlight",4
"ta",4
"tables",4
"talking",4
"term",4
"terms",4
"thanks",4
"they'll",4
"timber",4
"tiny",4
"tone",4
"tons",4
"towns",4
"traditional",4
"transported",4
"travel",4
"trends",4
"universe",4
"uses",4
"value",4
"versions",4
"via",4
"visit",4
"volume",4
"walking",4
"wearing",4
"website",4
"wheels",4
"worth",4
"yourself",4
"account",3
"achieve",3
"act",3
"acting",3
"actions",3
"activities",3
"address",3
"adults",3
"advance",3
"advantages",3
"advice",3
"aerosol",3
"allows",3
"analysis",3
"apparently",3
"applications",3
"approximately",3
"argue",3
"argues",3
"argument",3
"arithmetic",3
"arrange",3
"arranged",3
"artificial",3
"artistic",3
"assessing",3
"assume",3
"asynchronous",3
"attention",3
"attitudes",3
"ave",3
"axle",3
"bands",3
"bank",3
"basement",3
"basic",3
"battle",3
"became",3
"began",3
"beginning",3
"begins",3
"believes",3
"biologist",3
"birth",3
"blocks",3
"body",3
"bolted",3
"bottlenecks",3
"bottom",3
"bought",3
"bout",3
"branches",3
"builders",3
"bus",3
"canals",3
"carefully",3
"cases",3
"cash",3
"cell",3
"cent",3
"centuries",3
"chance",3
"characters",3
"charge",3
"chosen",3
"city",3
"cloakroom",3
"close",3
"clothes",3
"cocoons",3
"coherently",3
"coins",3
"colleagues",3
"comedy",3
"comparison",3
"completed",3
"component",3
"concerned",3
"conservation",3
"consumption",3
"contents",3
"continue",3
"contrast",3
"cooks",3
"cool",3
"couldn't",3
"covers",3
"crane",3
"creations",3
"crop",3
"crowded",3
"crucial",3
"cultures",3
"cups",3
"current",3
"currents",3
"danger",3
"deal",3
"decades",3
"decrease",3
"demand",3
"deposit",3
"described",3
"designed",3
"designing",3
"despite",3
"destroyed",3
"determine",3
"disagree",3
"discipline",3
"disease",3
"diseases",3
"distinguish",3
"diversity",3
"documentary",3
"dogs",3
"double",3
"doubt",3
"earlier",3
"eating",3
"effective",3
"effort",3
"efforts",3
"emission",3
"emotions",3
"emperor",3
"encouraged",3
"entry",3
"essentially",3
"everything",3
"evident",3
"evolution",3
"exhibits",3
"experiences",3
"express",3
"extended",3
"extra",3
"factor",3
"factual",3
"famous",3
"fares",3
"fashion",3
"feel",3
"fields",3
"figure",3
"filled",3
"findings",3
"finds",3
"finished",3
"fire",3
"fl",3
"flat",3
"flight",3
"flow",3
"flowers",3
"focus",3
"focused",3
"formation",3
"foyer",3
"fr",3
"fraternal",3
"frozen",3
"ft",3
"fuel",3
"fuels",3
"gap",3
"gates",3
"geographical",3
"gives",3
"gold",3
"governments",3
"grammar",3
"grand",3
"grew",3
"habitat",3
"happens",3
"happy",3
"haven't",3
"he'll",3
"hear",3
"heart",3
"held",3
"helps",3
"hey",3
"highly",3
"hire",3
"hiring",3
"historically",3
"homes",3
"hospital",3
"hypothesis",3
"images",3
"imagine",3
"immediately",3
"inaccuracies",3
"incorrect",3
"increased",3
"influenced",3
"insights",3
"instrument",3
"int",3
"intuitive",3
"involves",3
"iron",3
"island's",3
"jazz",3
"journey",3
"keen",3
"keeps",3
"kept",3
"knew",3
"late",3
"laws",3
"layout",3
"legal",3
"legend",3
"link",3
"lost",3
"lots",3
"machine",3
"magazine",3
"mainly",3
"majoring",3
"mammals",3
"manage",3
"managed",3
"mankind's",3
"marked",3
"massive",3
"match",3
"matched",3
"materials",3
"matter",3
"maze",3
"meaningful",3
"measured",3
"meeting",3
"merchants",3
"methods",3
"microbes",3
"migrations",3
"missing",3
"mistakes",3
"misunderstandings",3
"mixed",3
"mobile",3
"modem",3
"mostly",3
"mountain",3
"move",3
"moves",3
"ms",3
"multi",3
"network",3
"newspapers",3
"night",3
"noticeable",3
"nurses",3
"obviously",3
"occasional",3
"offered",3
"ope",3
"operational",3
"opportunity",3
"oral",3
"orbit",3
"oxygen",3
"patients",3
"pattern",3
"patterns",3
"payment",3
"perform",3
"performer",3
"photographs",3
"piano",3
"plains",3
"planet",3
"pool",3
"positive",3
"pr",3
"practical",3
"precious",3
"preferred",3
"presence",3
"press",3
"previous",3
"procedure",3
"producer",3
"producing",3
"professor",3
"pronghorns",3
"provide",3
"psychology",3
"qt",3
"quickly",3
"radiation",3
"raising",3
"rare",3
"rat",3
"rats",3
"rattan",3
"realism",3
"realistic",3
"recorded",3
"recording",3
"recordings",3
"released",3
"remaining",3
"remote",3
"rent",3
"resource",3
"respect",3
"responsibility",3
"restaurant",3
"returned",3
"revealed",3
"rich",3
"risk",3
"rock",3
"roman",3
"rotating",3
"routes",3
"ruler",3
"rules",3
"running",3
"salvage",3
"scan",3
"scarecrow",3
"seating",3
"seek",3
"seem",3
"sees",3
"sense",3
"separated",3
"service",3
"services",3
"seven",3
"shells",3
"shop",3
"shore",3
"shouldn't",3
"showing",3
"siren",3
"situated",3
"slow",3
"society",3
"soils",3
"sorry",3
"sorts",3
"space",3
"spaces",3
"speak",3
"spent",3
"sports",3
"stacked",3
"staff",3
"stages",3
"starboard",3
"state",3
"step",3
"stop",3
"stores",3
"street",3
"stress",3
"string",3
"sunshade",3
"supports",3
"surprised",3
"surveys",3
"swimming",3
"synchronous",3
"taste",3
"teams",3
"ted",3
"telephone",3
"tendency",3
"tern",3
"terns",3
"testing",3
"therefore",3
"they've",3
"thoroughly",3
"thread",3
"tic",3
"today",3
"tools",3
"total",3
"touch",3
"tours",3
"track",3
"traffic",3
"trays",3
"tree",3
"trend",3
"trying",3
"tum",3
"turning",3
"twenty",3
"typical",3
"ultimately",3
"unique",3
"upright",3
"useful",3
"version",3
"viewer",3
"viii",3
"vision",3
"volcanic",3
"walk",3
"walls",3
"war",3
"watch",3
"watched",3
"watching",3
"websites",3
"whose",3
"wide",3
"widely",3
"wind",3
"winter",3
"wishing",3
"worm",3
"wreck",3
"yellow",3
"zone",3
"absence",2
"absolutely",2
"accept",2
"accurately",2
"achievement",2
"acoustics",2
"activate",2
"actors",2
"actual",2
"added",2
"addressed",2
"adds",2
"administrators",2
"advanced",2
"adventures",2
"advertised",2
"advertising",2
"aerosols",2
"affect",2
"afford",2
"afternoon",2
"against",2
"ages",2
"aimed",2
"airline",2
"algae",2
"algebra",2
"alternative",2
"am",2
"amateur",2
"ambitious",2
"amygdala",2
"appeals",2
"appear",2
"appearing",2
"applied",2
"applying",2
"approached",2
"approaching",2
"appropriately",2
"aqueduct",2
"arrangements",2
"arrive",2
"artwork",2
"assembled",2
"assumptions",2
"ate",2
"attitude",2
"authentic",2
"authors",2
"backstage",2
"bad",2
"badly",2
"balanced",2
"base",2
"basis",2
"bay",2
"begin",2
"beginner",2
"behavior",2
"beings",2
"biggest",2
"billion",2
"biology",2
"bird",2
"bl",2
"block",2
"blue",2
"bolt",2
"bolts",2
"born",2
"boundaries",2
"brackets",2
"brain's",2
"breaking",2
"breath",2
"broad",2
"bye",2
"bypass",2
"byzantine",2
"cables",2
"cafes",2
"calculate",2
"calls",2
"canes",2
"canoes",2
"capacity",2
"card",2
"carnival",2
"carrying",2
"cars",2
"carved",2
"catch",2
"catching",2
"cattle",2
"causes",2
"cave",2
"ceiling",2
"cells",2
"cement",2
"census",2
"ceramics",2
"chapter",2
"chapters",2
"cheap",2
"chemicals",2
"chi",2
"chieftains",2
"chose",2
"chrome",2
"cities",2
"civil",2
"ck",2
"clamp",2
"classes",2
"clauses",2
"cleaning",2
"cleared",2
"clearly",2
"clone",2
"clubs",2
"coast",2
"coat",2
"cocoon",2
"col",2
"cold",2
"collect",2
"comfortable",2
"community",2
"comparing",2
"compass",2
"competition",2
"competitions",2
"composed",2
"compost",2
"composting",2
"conceals",2
"concern",2
"concerning",2
"concerts",2
"condition",2
"constantly",2
"construct",2
"contain",2
"content",2
"continued",2
"convey",2
"cooking",2
"cooler",2
"cooling",2
"corresponds",2
"corridors",2
"costumes",2
"council's",2
"cover",2
"creating",2
"creative",2
"critical",2
"critics",2
"crossing",2
"crowd",2
"cultural",2
"cup",2
"cupboard",2
"currency",2
"curved",2
"cycle",2
"cycling",2
"daily",2
"damage",2
"dancing",2
"decision",2
"decisions",2
"decorations",2
"decreased",2
"deep",2
"define",2
"definitively",2
"degrees",2
"demonstrate",2
"dentists",2
"depend",2
"dependent",2
"depending",2
"depends",2
"descriptions",2
"descriptive",2
"deserts",2
"detail",2
"detrimental",2
"developing",2
"developments",2
"died",2
"digit",2
"dinner",2
"dislike",2
"dismantled",2
"dissatisfied",2
"distances",2
"district",2
"diver",2
"divide",2
"divided",2
"donated",2
"draft",2
"driving",2
"droughts",2
"dying",2
"dynasty",2
"earth's",2
"ease",2
"edge",2
"elections",2
"electrical",2
"element",2
"elements",2
"elevator",2
"emotional",2
"emperor's",2
"employing",2
"empty",2
"enabled",2
"enabling",2
"encourage",2
"ending",2
"energetic",2
"engage",2
"engineer",2
"enjoyed",2
"enormous",2
"enter",2
"entitled",2
"entrepreneurs",2
"environmental",2
"equally",2
"equivalent",2
"er",2
"especially",2
"essential",2
"est",2
"establish",2
"estimated",2
"eventual",2
"everybody",2
"everyday",2
"evolved",2
"excavations",2
"except",2
"existed",2
"existence",2
"exotic",2
"experiment",2
"explained",2
"exploration",2
"exporter",2
"expressed",2
"expresses",2
"ext",2
"exterior",2
"extraordinary",2
"eye",2
"face",2
"factory",2
"failed",2
"fairly",2
"feeding",2
"fertile",2
"fifth",2
"figures",2
"fishermen",2
"fitted",2
"fitting",2
"flexibility",2
"flexibly",2
"floating",2
"flood",2
"floods",2
"floors",2
"flower",2
"focuses",2
"folklore",2
"follows",2
"format",2
"forming",2
"fractals",2
"freedom",2
"frequently",2
"frost's",2
"fun",2
"functions",2
"fundamental",2
"gag",2
"gender",2
"genetics",2
"gets",2
"getting",2
"giant",2
"giving",2
"glad",2
"glass",2
"government",2
"grades",2
"gradually",2
"grammarians",2
"grass",2
"grasses",2
"grassland",2
"grazing",2
"green",2
"greenhouse",2
"grid",2
"growers",2
"growth",2
"guarantee",2
"guess",2
"guide",2
"guides",2
"gulls",2
"gun",2
"handle",2
"handles",2
"haphazard",2
"happen",2
"happening",2
"hart",2
"hasn't",2
"he's",2
"heading",2
"heard",2
"helpful",2
"helping",2
"heredity",2
"heritage",2
"highest",2
"hills",2
"historic",2
"hobbies",2
"hold",2
"hook",2
"hoped",2
"horizontal",2
"hospitals",2
"hostel",2
"hot",2
"hundreds",2
"icebergs",2
"identifying",2
"illustrates",2
"illustrations",2
"immediate",2
"immense",2
"impacts",2
"impede",2
"implemented",2
"impression",2
"impressionist",2
"impressive",2
"improved",2
"income",2
"incompatible",2
"increasingly",2
"infectious",2
"infinite",2
"ingenious",2
"initial",2
"inject",2
"injury",2
"insight",2
"installed",2
"instructions",2
"intend",2
"interests",2
"internal",2
"interpretations",2
"interpreted",2
"interviews",2
"inventions",2
"investigation",2
"irrelevant",2
"issue",2
"issues",2
"jacks",2
"japan",2
"jobs",2
"john",2
"journeys",2
"jr",2
"keeping",2
"la",2
"lab",2
"lacks",2
"laid",2
"landed",2
"lands",2
"language's",2
"largely",2
"lasting",2
"lasts",2
"latest",2
"launched",2
"lawyer",2
"lay",2
"layer",2
"leading",2
"learned",2
"learning",2
"lease",2
"leather",2
"lecture",2
"lectures",2
"legs",2
"lei",2
"length",2
"likelihood",2
"limit",2
"locally",2
"locate",2
"logically",2
"lose",2
"loss",2
"lovely",2
"lowered",2
"lunch",2
"lush",2
"ma",2
"magnificent",2
"maintain",2
"maintains",2
"maker",2
"man",2
"manager's",2
"managers",2
"marina",2
"master",2
"meaningless",2
"mechanically",2
"medicine",2
"met",2
"methane",2
"microphones",2
"migratory",2
"mike",2
"millennium",2
"million",2
"minimum",2
"mirror",2
"missed",2
"mistake",2
"mix",2
"modest",2
"moist",2
"monks",2
"monologue",2
"months",2
"motifs",2
"motivations",2
"multiple",2
"narrow",2
"native",2
"nearly",2
"neural",2
"neurological",2
"neurons",2
"notice",2
"numeral",2
"numerals",2
"numerical",2
"numerous",2
"nylon",2
"o'clock",2
"object",2
"objectivity",2
"observation",2
